Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Längd
völkl-mantra,Völkl Mantra Junior,"<p>Völkl Mantra Junior 25/26 är designade för unga skidåkare som vill ta sina färdigheter till nästa nivå. Dessa mångsidiga och kraftfulla skidor är perfekta för både pist och offpist, vilket gör dem till det ultimata valet för unga åkare som älskar att utforska hela berget.

Egenskaper:

All-Mountain Design: Med en bredd och konstruktion som klarar allt från hårdpackad pist till lössnö, är Mantra Junior redo för alla utmaningar.
Tip & Tail Rocker: Förbättrad manövrerbarhet och flyt i lössnö gör det enkelt att svänga och hantera varierande terräng.
Träkärna: Lätt men stabil konstruktion som ger utmärkt respons och kontroll utan att kompromissa med prestandan.
Robust Konstruktion: Byggda för att tåla intensiva åkdagar och tuffa förhållanden.
För vem?
Völkl Mantra Junior är skapade för unga åkare som vill ha samma prestanda som vuxenmodeller men i en lättare och mer hanterbar design. Perfekt för juniorer som älskar fart och vill utveckla sin teknik i både preparerade backar och orörd snö.

Tekniska Specifikationer:

Längder: Finns i flera längder för att passa olika åldrar och storlekar.
Profil: Tip & Tail Rocker för optimal mångsidighet.
Konstruktion: Träkärna med förstärkningar för extra hållbarhet och stabilitet.

Med Völkl Mantra Junior 25/26 får unga skidåkare en högpresterande skida som levererar toppkvalitet och rolig åkning i alla typer av terräng. Perfekta för blivande experter som vill erövra berget!</p>",Völkl,Juniorskidor,Skis,"Juniorskidor, junior, Skiing, Alpine",True,Längd,118 cm,,,,,völkl-mantra-junior-118,2000,shopify,22,deny,manual,2800,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_106.jpg,1,Völkl Mantra Junior 118cm - Product 010,False,Völkl Mantra Junior 118cm - Völkl | Premium Alpine Skis,Buy Völkl Mantra Junior by Völkl. High-quality alpine skis perfect for juniorskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,junior,adult,völkl-mantra-junior-118;128,Völkl Skis,"Juniorskidor, junior",new,False,Völkl,Juniorskidor,junior,118;128,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_106.jpg,kg,,,active,118 cm
völkl-mantra,,,,,,,,Längd,128 cm,,,,,völkl-mantra-junior-128,2000,shopify,0,deny,manual,2800,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_107.jpg,1,128cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_107.jpg,kg,,,active,128 cm
völkl-flair-vmotion1-vmotion,Völkl Flair 76 VMotion1 + VMotion 10,"<p>Med Völkl Flair 76 VMotion1 + VMotion 10 24/25, kan du ta din skidåkning till nästa nivå. En perfekt modell att utveckla tekniken med. Eftersom skidorna är trygga i högre hastighet och ger dig ett bredare utbud av pister, kommer användarna att njuta av en smidig åkning med enkel manövrering tack vare deras delvisa sidoväggskonstruktion, vilket ger en dynamisk känsla under fötterna. När tilliten till dina färdigheter ökar, kommer 76 mm midjan att vara optimal för att hantera medel- till avancerade nedfarter.

För att erbjuda utmärkt kraftöverföring och kompatibilitet med GripWalk-sulor, har de medföljande vMotion1-bindningarna en imponerande prestanda. Med en träkärna som central komponent, kombinerar Center Sidewall-konstruktionen kraftöverföring och hållbarhet, medan superslim 3D.Ridge-konstruktionen förstärker detta ytterligare. När spetsarna böjs uppåt endast vid skovelområdet, medan mitten och bakdelen behåller en kamberform, ger Tip Rocker-profilen en harmonisk skidupplevelse. Med en högdensitets P-Tex 2100-bas, erbjuder skidorna både exceptionella glidkvaliteter och hållbarhet över tid.

Med olika alternativ tillgängliga i längderna 147 cm, 154 cm och 161 cm, har varje modell specifika radier och mått för att passa olika åkstilar. Skidornas kantvinkel på 1,4°/87,6° samverkar med konstruktionen för att säkerställa precisa svängar och maximalt grepp. När man vill njuta av en kombination av avancerad teknik och lättanvändning, blir Völkl Flair 76 VMotion1 + VMotion 10 en partner på vägen mot ökad skidglädje och skicklighet.
</p>",Völkl,Pistskidor,Skis,"Pistskidor, dam, Skiing, Alpine",True,Längd,147 cm,,,,,völkl-flair-76-vmotion1-vmotion-10-147,2000,shopify,81,deny,manual,6499,4549.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_096.jpg,1,Völkl Flair 76 VMotion1 + VMotion 10 147cm - Product 012,False,Völkl Flair 76 VMotion1 + VMotion 10 147cm - Völkl | Premium Alpine Skis,Buy Völkl Flair 76 VMotion1 + VMotion 10 by Völkl. High-quality alpine skis perfect for pistskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,dam,adult,völkl-flair-76-vmotion1-vmotion-10-147;154;161,Völkl Skis,"Pistskidor, dam",new,False,Völkl,Pistskidor,dam,147;154;161,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_096.jpg,kg,,,active,147 cm
völkl-flair-vmotion1-vmotion,,,,,,,,Längd,154 cm,,,,,völkl-flair-76-vmotion1-vmotion-10-154,2000,shopify,60,deny,manual,6499,4549.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_059.jpg,1,154cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_059.jpg,kg,,,active,154 cm
völkl-flair-vmotion1-vmotion,,,,,,,,Längd,161 cm,,,,,völkl-flair-76-vmotion1-vmotion-10-161,2000,shopify,93,deny,manual,6499,4549.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_057.png,1,161cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_057.png,kg,,,active,161 cm
völkl-blaze-inkl-70-vmotion,Völkl Blaze Jr inkl. 7.0 vMotion JR,"<p>Som namnet antyder är Völkl Blaze Jr designad för yngre skidåkare. Detta ger Völkl juniorkollektionen inte bara en rolig och mångsidig skida som de vuxna Blaze-modellerna, utan lägger till en lekfull, lätthanterlig skida till vår Junior freeride-kollektion. För den som letar efter en enda quiverski, kan Blaze Junior vara den vardagliga pist eller puderskidan. Skidans spets är bredare än den på Junior Mantra för extra flyt.

138 (R1) 13, (R2) 10, (R3) 12 126-86-106
148 (R1) 18, (R2) 10, (R3) 14 129-86-111
158 (R1) 21, (R2) 11, (R3) 17 129-86-111

Bindning inkluderat MARKER 7 DIN 2 - 7
</p>",Völkl,Juniorskidor,Skis,"Juniorskidor, junior, Skiing, Alpine",True,Längd,138 cm,,,,,völkl-blaze-jr-inkl-70-vmotion-jr-138,2000,shopify,78,deny,manual,3899,2729.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_032.jpg,1,Völkl Blaze Jr inkl. 7.0 vMotion JR 138cm - Product 013,False,Völkl Blaze Jr inkl. 7.0 vMotion JR 138cm - Völkl | Premium Alpine Skis,Buy Völkl Blaze Jr inkl. 7.0 vMotion JR by Völkl. High-quality alpine skis perfect for juniorskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,junior,adult,völkl-blaze-jr-inkl-70-vmotion-jr-138;148;158,Völkl Skis,"Juniorskidor, junior",new,False,Völkl,Juniorskidor,junior,138;148;158,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_032.jpg,kg,,,active,138 cm
völkl-blaze-inkl-70-vmotion,,,,,,,,Längd,148 cm,,,,,völkl-blaze-jr-inkl-70-vmotion-jr-148,2000,shopify,71,deny,manual,3899,2729.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_120.jpg,1,148cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_120.jpg,kg,,,active,148 cm
völkl-blaze-inkl-70-vmotion,,,,,,,,Längd,158 cm,,,,,völkl-blaze-jr-inkl-70-vmotion-jr-158,2000,shopify,29,deny,manual,3899,2729.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_061.jpg,1,158cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_061.jpg,kg,,,active,158 cm
völkl-blaze-black,Völkl Blaze 94 Black,"<p>Völkl Blaze 94 är den perfekta skidan för friåkare som vill ha en lätt, lekfull och mångsidig upplevelse på berget.
Med sin avancerade 4 Radius Drive Sidecut och Hybrid Multilayer Woodcore kombinerar Blaze 94 smidighet, stabilitet och responsivitet, vilket gör den idealisk för både puder och hårdare underlag.



Huvudfunktioner


4 Radius Drive Sidecut: Ger dynamiska och kontrollerade svängar i varierande terräng.

Hybrid Multilayer Woodcore: En kombination av träslag optimerar vikt, respons och hållbarhet.

Titanal Binding Platform: Förbättrad kraftöverföring och stabilitet vid höga hastigheter.

Tip & Tail Rocker: Underlättar svänginitiering och ger bättre flyt i mjuk snö.

Full sidewall: Maximerar kantgrepp och precision i svängarna.



Specifikationer

Längder: 151 cm, 158 cm, 165 cm, 172 cm, 179 cm, 186 cm


Radie (beroende på längd):



151 cm – 16.9 m / 24.2 m / 11 m / 15.8 m

158 cm – 17.8 m / 28.1 m / 12.6 m / 17.5 m

165 cm – 18.3 m / 30.8 m / 13.6 m / 18.7 m

172 cm – 19.2 m / 35.2 m / 15.2 m / 20.4 m

179 cm – 20 m / 39.9 m / 16.8 m / 22.3 m

186 cm – 20.8 m / 44.9 m / 18.5 m / 24.3 m


Sidecut (Tip/Midja/Tail): 133 / 94 / 118 mm


Vikt: 1455 g per skida (storlek 165 cm)


Användningsområde: Freeride / All-Mountain / Touring




Völkl Blaze 94 är skidan för dig som vill ha en lekfull men stabil freeride-skida som hanterar allt från puder till hårdare underlag.
Tack vare sin låga vikt och responsiva konstruktion är den även ett utmärkt alternativ för toppturer. Oavsett om du kör liftburen freeride eller söker orörda linjer, levererar Blaze 94 prestanda på hög nivå.



V2510134.000

Utforska berget med Völkl Blaze 94 – frihet utan gränser!</p>",Völkl,allmountainskidor,Skis,"allmountainskidor, unisex, Skiing, Alpine",True,Längd,172 cm,,,,,völkl-blaze-94-black-172,2000,shopify,0,deny,manual,8000,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_183.jpg,1,Völkl Blaze 94 Black 172cm - Product 014,False,Völkl Blaze 94 Black 172cm - Völkl | Premium Alpine Skis,Buy Völkl Blaze 94 Black by Völkl. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,völkl-blaze-94-black-172;179;186,Völkl Skis,"allmountainskidor, unisex",new,False,Völkl,allmountainskidor,unisex,172;179;186,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_183.jpg,kg,,,active,172 cm
völkl-blaze-black,,,,,,,,Längd,179 cm,,,,,völkl-blaze-94-black-179,2000,shopify,20,deny,manual,8000,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_186.jpg,1,179cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_186.jpg,kg,,,active,179 cm
völkl-blaze-black,,,,,,,,Längd,186 cm,,,,,völkl-blaze-94-black-186,2000,shopify,63,deny,manual,8000,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_112.jpg,1,186cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_112.jpg,kg,,,active,186 cm
völkl-blaze-fdt-free-fdt-tp,Völkl Blaze 86 FDT Free + FDT TP 10 ,"<p>Upplev friheten med Völkl Blaze 86 FDT Free + FDT TP 10 24/25, en lätt och responsiv skida designad för både pist och lättare offpist. Med sin bredare midja och innovativa konstruktion erbjuder denna modell en perfekt balans mellan lekfullhet och stabilitet, vilket gör den till ett utmärkt val för allmountainåkare.



Funktioner och fördelar


Lätt konstruktion: Optimal balans mellan låg vikt och hög prestanda för smidig manövrering och mindre ansträngning.

86 mm midja: Perfekt för varierade förhållanden – från hårda pister till mjukare snö.

Hybrid Multilayer Woodcore: Kombination av trä och syntetmaterial för ökad styrka och respons.

Tip & Tail Rocker: Ger enklare svänginitiering och bättre flyt i mjukare snö.

Inkluderade bindningar: FDT TP 10-bindningar för enkel inställning och pålitlig säkerhet.



Specifikationer































Längd (cm)	Radie (m)	Vikt (g)
152	13.0	1260
159	14.0	1330
166	15.0	1400
173	17.0	1470


Vem passar den för?

Völkl Blaze 86 är idealisk för medelgoda till avancerade åkare som vill ha en skida som fungerar lika bra på pist som i lättare offpist. Den passar dig som värdesätter en lekfull och smidig skida med bra kantgrepp och mångsidighet i olika förhållanden.



Färg och design

Den stilrena designen i kombination med högkvalitativa material gör Völkl Blaze 86 både estetiskt tilltalande och funktionell – en skida som sticker ut både på berget och i liften.</p>",Völkl,allmountainskidor,Skis,"allmountainskidor, unisex, Skiing, Alpine",True,Längd,159 cm,,,,,völkl-blaze-86-fdt-free-fdt-tp-10-159,2000,shopify,24,deny,manual,8500,5950.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_187.jpg,1,Völkl Blaze 86 FDT Free + FDT TP 10  159cm - Product 015,False,Völkl Blaze 86 FDT Free + FDT TP 10  159cm - Völkl | Premium Alpine Skis,Buy Völkl Blaze 86 FDT Free + FDT TP 10  by Völkl. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,völkl-blaze-86-fdt-free-fdt-tp-10-159;166;173,Völkl Skis,"allmountainskidor, unisex",new,False,Völkl,allmountainskidor,unisex,159;166;173,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_187.jpg,kg,,,active,159 cm
völkl-blaze-fdt-free-fdt-tp,,,,,,,,Längd,166 cm,,,,,völkl-blaze-86-fdt-free-fdt-tp-10-166,2000,shopify,26,deny,manual,8500,5950.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_055.jpg,1,166cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_055.jpg,kg,,,active,166 cm
völkl-blaze-fdt-free-fdt-tp,,,,,,,,Längd,173 cm,,,,,völkl-blaze-86-fdt-free-fdt-tp-10-173,2000,shopify,57,deny,manual,8500,5950.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_014.jpg,1,173cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_014.jpg,kg,,,active,173 cm
völkl-blaze,Völkl Blaze 114,"<p>Völkl Blaze 114 24/25 är skidan för den äventyrliga friåkaren som söker imponerande prestanda både på och utanför pisten, då den kombinerar innovativ teknik med hållbara material. Tack vare sin Green Core Technology, som använder FSC-certifierat bok- och poppelträ samt återvunna PET-flaskor, erbjuder den både miljömedvetenhet och styrka. Med sin träkärna i flera lager får du en hållbar och lätt konstruktion, vilket gör att skidan passar för långa dagar i varierad terräng.

Med sin 3D Radius Sidecut levererar Blaze 114 enastående manövrerbarhet genom att kombinera långa och korta radier i en och samma skida, vilket ger mångsidighet i både höga och låga hastigheter. Skidans tip- och tailrocker-design hjälper till med enkel svänginitiering och stabilitet i utmanande snöförhållanden, medan den traditionella kamberformen i mitten ger bra grepp och kontroll.

Blaze 114 är byggd med full sidovägg för att säkerställa direkt kraftöverföring längs hela skidan, och dess fjädrande spetsar och ändar absorberar stötar för jämn åkning i spårig eller vindpåverkad snö. Dessutom har den en tunn titanalplatta under bindningsområdet, som ökar styrkan och ger en tillförlitlig bindningsfäste utan att försämra smidigheten i skidan.

Med en högpresterande P-Tex 2100-bas erbjuder skidan utmärkt glid och hållbarhet, samtidigt som den borstade strukturen på basen optimerar smidigheten och svängvänligheten. Dess välbalanserade flex i förhållande till skidans längd gör den lämplig för åkare av alla storlekar. Sammantaget tillhandahåller Völkl Blaze 114 24/25 en dynamisk och precisionsstyrd åkupplevelse, samtidigt som den respekterar miljön genom användningen av återvunna och FSC-certifierade material.</p>",Völkl,offpistskidor,Skis,"offpistskidor, unisex, Skiing, Alpine",True,Längd,176 cm,,,,,völkl-blaze-114-176,2000,shopify,28,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_052.jpg,1,Völkl Blaze 114 176cm - Product 016,False,Völkl Blaze 114 176cm - Völkl | Premium Alpine Skis,Buy Völkl Blaze 114 by Völkl. High-quality alpine skis perfect for offpistskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,völkl-blaze-114-176;184;191;192,Völkl Skis,"offpistskidor, unisex",new,False,Völkl,offpistskidor,unisex,176;184;191;192,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_052.jpg,kg,,,active,176 cm
völkl-blaze,,,,,,,,Längd,184 cm,,,,,völkl-blaze-114-184,2000,shopify,25,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_129.jpg,1,184cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_129.jpg,kg,,,active,184 cm
völkl-blaze,,,,,,,,Längd,191 cm,,,,,völkl-blaze-114-191,2000,shopify,49,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_130.jpg,1,191cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_130.jpg,kg,,,active,191 cm
völkl-blaze,,,,,,,,Längd,192 cm,,,,,völkl-blaze-114-192,2000,shopify,87,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_161.jpg,1,192cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_161.jpg,kg,,,active,192 cm
völkl-blaze-purple,Völkl Blaze 104 Purple,"<p>Völkl Blaze 104 är en modern freeride-skida som kombinerar låg vikt med stabilitet och kontroll. Med en 104 mm midja och en dynamisk konstruktion passar den perfekt för puder, brant terräng och utmanande förhållanden. Den responsiva designen ger smidiga svängar och en lekfull åkkänsla, samtidigt som den bibehåller trygghet i höga farter.



Smidig hantering och stabil prestanda


Allsidig freeride-skida: Med 104 mm under fötterna klarar Blaze 104 både djup snö och hårdare underlag med stil.

Låg vikt: Den lätta konstruktionen ger en smidig och lättkörd skida som passar allt från lekfulla svängar i skogen till stora linjer i fri terräng.

Responsiv och dämpad: Trä- och kolfiberkärna tillsammans med Völkls beprövade Suspension Tips ger maximal respons och minimerar vibrationer.



Specifikationer


Midja: 104 mm

Primärt användningsområde: Freeride

Snöförhållanden: Puder, blandad terräng

Längdalternativ: 165, 172, 179, 186 cm



Med Völkl Blaze 104 får du en skida som är lätt att hantera men samtidigt stabil när det går undan. Perfekt för den som vill utforska hela berget med förtroende!</p>",Völkl,allmountainskidor,Skis,"allmountainskidor, unisex, Skiing, Alpine",True,Längd,172 cm,,,,,völkl-blaze-104-purple-172,2000,shopify,98,deny,manual,8799,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_141.jpg,1,Völkl Blaze 104 Purple 172cm - Product 017,False,Völkl Blaze 104 Purple 172cm - Völkl | Premium Alpine Skis,Buy Völkl Blaze 104 Purple by Völkl. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,völkl-blaze-104-purple-172;179;186,Völkl Skis,"allmountainskidor, unisex",new,False,Völkl,allmountainskidor,unisex,172;179;186,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_141.jpg,kg,,,active,172 cm
